Implementation,Mode,TestName,Status,ErrorIEV,OutputFile,NbPktSend,isPass,ErrorOUT,ErrorERR
quinn,server,quic_server_test_retry0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/159/quic_server_test_retry0.iev,17.0,0.0,"
","
"
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/9/quic_server_test_retry0.iev,16.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1382/quic_server_test_version_negociation0.iev,29.0,0.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1324/quic_server_test_version_negociation0.iev,28.0,0.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1316/quic_server_test_version_negociation0.iev,30.0,0.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/491/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/433/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/815/quic_server_test_version_negociation0.iev,19.0,0.0,"
","
"
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/734/quic_server_test_version_negociation0.iev,47.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/431/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/403/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1148/quic_server_test_version_negociation0.iev,80.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/430/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1171/quic_server_test_version_negociation0.iev,70.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/774/quic_server_test_version_negociation0.iev,39.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/50/quic_server_test_retry0.iev,26.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/845/quic_server_test_version_negociation0.iev,34.0,0.0,"
","
"
quinn,server,quic_server_test_retry0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/161/quic_server_test_retry0.iev,2.0,0.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1118/quic_server_test_version_negociation0.iev,67.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/879/quic_server_test_version_negociation0.iev,17.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/682/quic_server_test_retry0.iev,32.0,0.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/640/quic_server_test_retry0.iev,34.0,0.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1130/quic_server_test_version_negociation0.iev,70.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/752/quic_server_test_version_negociation0.iev,50.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1197/quic_server_test_version_negociation0.iev,68.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/74/quic_server_test_retry0.iev,21.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/94/quic_server_test_retry0.iev,22.0,1.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/104/quic_server_test_retry0.iev,14.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1194/quic_server_test_version_negociation0.iev,72.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1026/quic_server_test_version_negociation0.iev,41.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/42/quic_server_test_retry0.iev,17.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/606/quic_server_test_retry0.iev,30.0,0.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1175/quic_server_test_version_negociation0.iev,73.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1115/quic_server_test_version_negociation0.iev,68.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/376/quic_server_test_retry0.iev,19.0,1.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/187/quic_server_test_retry0.iev,22.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/687/quic_server_test_retry0.iev,33.0,0.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/450/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1308/quic_server_test_version_negociation0.iev,27.0,0.0,,
quant,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/710/quic_server_test_version_negociation0.iev,2.0,0.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/60/quic_server_test_retry0.iev,22.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1154/quic_server_test_version_negociation0.iev,69.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1199/quic_server_test_version_negociation0.iev,77.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1355/quic_server_test_version_negociation0.iev,29.0,0.0,,
quinn,server,quic_server_test_retry0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/179/quic_server_test_retry0.iev,25.0,0.0,"
","
"
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1151/quic_server_test_version_negociation0.iev,75.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1132/quic_server_test_version_negociation0.iev,69.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1018/quic_server_test_version_negociation0.iev,42.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/17/quic_server_test_retry0.iev,27.0,1.0,"
","
"
quinn,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/17/quic_server_test_version_negociation0.iev,27.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/684/quic_server_test_retry0.iev,31.0,0.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1307/quic_server_test_version_negociation0.iev,28.0,0.0,,
quic-go,server,quic_server_test_retry0,,Handshake not completed (undecryptable_packet_event),/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/484/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/789/quic_server_test_version_negociation0.iev,42.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1351/quic_server_test_version_negociation0.iev,23.0,0.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1021/quic_server_test_version_negociation0.iev,33.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/335/quic_server_test_retry0.iev,23.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1196/quic_server_test_version_negociation0.iev,69.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/729/quic_server_test_version_negociation0.iev,38.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/705/quic_server_test_version_negociation0.iev,42.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1108/quic_server_test_version_negociation0.iev,64.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/787/quic_server_test_version_negociation0.iev,47.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/796/quic_server_test_version_negociation0.iev,49.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1078/quic_server_test_version_negociation0.iev,46.0,0.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1190/quic_server_test_version_negociation0.iev,71.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/888/quic_server_test_version_negociation0.iev,29.0,0.0,"
","
"
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1139/quic_server_test_version_negociation0.iev,71.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/716/quic_server_test_version_negociation0.iev,50.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/80/quic_server_test_retry0.iev,19.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1313/quic_server_test_version_negociation0.iev,29.0,0.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1075/quic_server_test_version_negociation0.iev,59.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/351/quic_server_test_retry0.iev,18.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1049/quic_server_test_version_negociation0.iev,36.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/318/quic_server_test_retry0.iev,17.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/611/quic_server_test_retry0.iev,29.0,0.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/119/quic_server_test_retry0.iev,28.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/806/quic_server_test_version_negociation0.iev,7.0,0.0,,
quinn,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/827/quic_server_test_version_negociation0.iev,17.0,0.0,"
","
"
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/742/quic_server_test_version_negociation0.iev,36.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/685/quic_server_test_retry0.iev,30.0,0.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/819/quic_server_test_version_negociation0.iev,25.0,0.0,"
","
"
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1010/quic_server_test_version_negociation0.iev,44.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/354/quic_server_test_retry0.iev,19.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/707/quic_server_test_version_negociation0.iev,36.0,1.0,,
quinn,server,quic_server_test_retry0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/122/quic_server_test_retry0.iev,9.0,0.0,"
","
"
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1177/quic_server_test_version_negociation0.iev,66.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1359/quic_server_test_version_negociation0.iev,27.0,0.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1020/quic_server_test_version_negociation0.iev,35.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1069/quic_server_test_version_negociation0.iev,43.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/702/quic_server_test_version_negociation0.iev,43.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/28/quic_server_test_retry0.iev,22.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1124/quic_server_test_version_negociation0.iev,70.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1145/quic_server_test_version_negociation0.iev,73.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/664/quic_server_test_retry0.iev,26.0,0.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/407/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/821/quic_server_test_version_negociation0.iev,15.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/615/quic_server_test_retry0.iev,27.0,0.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/498/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/651/quic_server_test_retry0.iev,33.0,0.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/41/quic_server_test_retry0.iev,20.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1155/quic_server_test_version_negociation0.iev,73.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/95/quic_server_test_retry0.iev,30.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/378/quic_server_test_retry0.iev,22.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1398/quic_server_test_version_negociation0.iev,32.0,0.0,,
quic-go,server,quic_server_test_retry0,,Handshake not completed (undecryptable_packet_event),/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/490/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/749/quic_server_test_version_negociation0.iev,41.0,1.0,,
quant,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/798/quic_server_test_version_negociation0.iev,2.0,0.0,,
picoquic,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1002/quic_server_test_version_negociation0.iev,44.0,0.0,,
quant,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/799/quic_server_test_version_negociation0.iev,2.0,0.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/797/quic_server_test_version_negociation0.iev,43.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/745/quic_server_test_version_negociation0.iev,37.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1373/quic_server_test_version_negociation0.iev,33.0,0.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/346/quic_server_test_retry0.iev,22.0,1.0,,
quant,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/732/quic_server_test_version_negociation0.iev,2.0,0.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/728/quic_server_test_version_negociation0.iev,39.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1009/quic_server_test_version_negociation0.iev,55.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/741/quic_server_test_version_negociation0.iev,42.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/650/quic_server_test_retry0.iev,24.0,0.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/111/quic_server_test_retry0.iev,21.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/427/quic_server_test_retry0.iev,7.0,0.0,"
","
"
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/321/quic_server_test_retry0.iev,37.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/760/quic_server_test_version_negociation0.iev,42.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/414/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quinn,server,quic_server_test_retry0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/133/quic_server_test_retry0.iev,5.0,0.0,,
quinn,server,quic_server_test_retry0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/173/quic_server_test_retry0.iev,16.0,0.0,"
","
"
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1170/quic_server_test_version_negociation0.iev,70.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1039/quic_server_test_version_negociation0.iev,53.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/853/quic_server_test_version_negociation0.iev,28.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/620/quic_server_test_retry0.iev,31.0,0.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/316/quic_server_test_retry0.iev,21.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1340/quic_server_test_version_negociation0.iev,28.0,0.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/394/quic_server_test_retry0.iev,31.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/778/quic_server_test_version_negociation0.iev,41.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/849/quic_server_test_version_negociation0.iev,24.0,0.0,"
","
"
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/366/quic_server_test_retry0.iev,25.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/647/quic_server_test_retry0.iev,31.0,0.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/695/quic_server_test_retry0.iev,33.0,0.0,,
quinn,server,quic_server_test_retry0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/164/quic_server_test_retry0.iev,16.0,0.0,"
","
"
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1317/quic_server_test_version_negociation0.iev,30.0,0.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1037/quic_server_test_version_negociation0.iev,32.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/451/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/638/quic_server_test_retry0.iev,33.0,0.0,,
quinn,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/887/quic_server_test_version_negociation0.iev,44.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/51/quic_server_test_retry0.iev,20.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1302/quic_server_test_version_negociation0.iev,27.0,0.0,,
quiche,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1342/quic_server_test_version_negociation0.iev,22.0,0.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1198/quic_server_test_version_negociation0.iev,65.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1060/quic_server_test_version_negociation0.iev,39.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/836/quic_server_test_version_negociation0.iev,41.0,1.0,,
